dataset.id,melody.id,note.id,melody.name,distance,canseekey,canseedoor,agentbehindleft,agentbehindright,agentinfrontright,agentinfrontleft,agentleft,agentright,agentbehind,agentinfront,doorquad,keyquad,agentquad,agenty,agentx,orientation,action,vertint12,articulation,comma,voice,ornament,dyn,phrase,bioi,deltast,accidental,mpitch,cpitch,barlength,pulses,tempo,mode,keysig,dur,onset,cpitch.order.stm.cpitch,cpitch.weight.stm.cpitch,cpitch.probability,cpitch.information.content,cpitch.entropy,cpitch.54,cpitch.55,cpitch.56,cpitch.57,cpitch.58,cpitch.59,cpitch.60,cpitch.61,cpitch.62,cpitch.63,cpitch.64,cpitch.65,cpitch.66,cpitch.67,cpitch.68,cpitch.69,cpitch.70,cpitch.71,cpitch.72,cpitch.73,cpitch.74,cpitch.75,cpitch.76,cpitch.77,cpitch.79,cpitch.81,probability,information.content,entropy,information.gain,
3,1,1,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,1,1,0,0,38,65,48,2,NA,0,-1,24,0,0,1.0,0.038461532,4.70044,4.700439,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,4.70044,4.700439,NA,
3,1,2,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,24,0,0,36,62,48,2,NA,0,-1,24,24,0,1.0,0.038461525,4.7004404,4.700439,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,0.038461525,4.7004404,4.700439,4.7683693e-7,
3,1,3,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,24,0,0,35,60,48,2,NA,0,-1,12,48,0,1.0,0.038461532,4.70044,4.700439,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,0.038461532,4.70044,4.700439,-4.768369e-7,
3,1,4,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,35,60,48,2,NA,0,-1,12,60,0,1.0,0.03846153,4.70044,4.700439,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,4.70044,4.700439,0.0,
3,1,5,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,35,60,48,2,NA,0,-1,12,72,1,1.0,0.03846153,4.70044,4.700439,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,0.03846153,4.70044,4.700439,0.0,
3,1,6,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,35,60,48,2,NA,0,-1,12,84,1,0.99999994,0.48979607,1.0297469,3.3690143,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.48979607,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.48979607,1.0297469,3.3690143,0.73792446,
3,1,7,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,38,65,48,2,NA,0,-1,24,96,1,1.0,0.013698626,6.1898246,2.5175207,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.6575342,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,0.013698626,6.1898246,2.5175207,0.08531937,
3,1,8,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,24,0,0,38,65,48,2,NA,0,-1,12,120,1,0.99999994,0.14285715,2.807355,3.4137998,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.42857146,0.017857142,0.017857142,0.017857142,0.017857142,0.14285715,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.017857142,0.14285715,2.807355,3.4137998,0.23396853,
3,1,9,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,38,65,48,2,NA,0,-1,12,132,1,0.99999994,0.02040817,5.6147094,3.3690143,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.48979607,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,5.6147094,3.3690143,0.2359262,
3,1,10,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,12,144,2,0.99999994,0.02040817,5.6147094,3.3690143,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.48979607,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,0.02040817,5.6147094,3.3690143,0.0,
3,1,11,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,12,156,0,1.0,0.017094012,5.870365,3.447387,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.29487175,0.017094012,0.017094012,0.017094012,0.017094012,0.29487175,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,5.870365,3.447387,0.4051657,
3,1,12,"nova001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,NA,0,12,0,0,40,69,48,2,NA,0,-1,12,168,1,1.0,0.017094012,5.870365,3.447387,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.29487175,0.017094012,0.017094012,0.017094012,0.017094012,0.29487175,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,0.017094012,5.870365,3.447387,0.0,
