SeqID,EventID,Symbol,Order,Prob,IC,H
1,1,65,-1,0.038461538461538484,4.700439718141091,4.700439718141094
1,2,62,-1,0.019230769230769232,5.700439718141092,3.2315558227869836
1,3,60,-1,0.013157894736842108,6.247927513443586,3.031837179978629
1,4,60,0,0.2551020408163265,1.9708536543404838,3.0607382703080206
1,5,60,1,0.6237113402061858,0.6810496049125326,2.0876692277594877
1,6,60,2,0.6651376146788992,0.5882752347619916,1.9274520883507715
1,7,65,0,0.10330578512396695,3.2750070474998703,1.7910060710744897
1,8,65,0,0.13535911602209946,2.8851360429679973,1.923446615683935
1,9,65,1,0.4213973799126638,1.2467467508288634,1.9688488275356852
1,10,69,-1,0.001187648456057007,9.717676423066397,1.4352903942863957
1,11,69,0,0.09375000000000006,3.415037499278843,2.389211957419105
1,12,69,1,0.5442043222003929,0.8777796800265069,1.9702463669420471
1,13,69,2,0.5639097744360902,0.8264637450053086,1.9218834767941106
1,14,69,3,0.581981981981982,0.7809536065435433,1.8755264415085686
1,15,67,-1,0.0017301038062283735,9.17492568250068,1.8311471260202148
1,16,65,0,0.25000000000000006,1.9999999999999998,2.5348779201363323
1,17,65,1,0.41390728476821204,1.2726204546629916,2.162836372432827
1,18,65,2,0.4993702770780855,1.0018181414389797,1.8159128606210588
1,19,62,1,0.05539671193709792,4.174055841890516,1.5691862079190573
1,20,60,2,0.5540201005025122,0.8519897749861293,1.96428953863739
1,21,60,3,0.6656590084643288,0.587144765606906,1.490931664922118
1,22,65,2,0.23883626522327464,2.065906180874971,1.5935097706535029
1,23,69,1,0.11733442354865085,3.0913017618516987,1.5824575588053609
1,24,69,2,0.7546031746031745,0.40620992533220673,1.2743326918060363
1,25,67,2,0.14188706218727656,2.8171850500217963,1.3799314019102429
1,26,65,3,0.5895061728395062,0.7624211748488758,1.8893507167883508
1,27,60,0,0.041929382093316515,4.575894620202789,1.6145302751188144
1,28,60,1,0.5494555353901998,0.8639253588768286,1.6068918772342453
1,29,60,2,0.4151943462897527,1.2681412962668825,1.776067108969138
1,30,60,3,0.3884228187919461,1.3643001372019259,1.979508969802634
1,31,65,4,0.5528634361233479,0.8550049333401435,1.5923353530088322
1,32,65,4,0.5415606446140797,0.8848051932770389,1.8283002439176192
1,33,65,4,0.5328435609334485,0.908216064704651,1.9036741284929963
1,34,65,2,0.24870588235294114,2.007487464529744,1.8640400571548392
1,35,69,3,0.21355759429153917,2.2273028925198877,2.0619660689857406
1,36,69,4,0.7294352363413134,0.4551482022231825,1.2342339782110843
1,37,69,4,0.6165486155827433,0.6977134375749812,1.649093653329012
1,38,69,4,0.6781081081081083,0.5604127999945016,1.4845211058704126
1,39,72,-1,0.0004985044865403786,10.970105890612182,2.0407817894242526
1,40,72,0,0.026035502958579884,5.26337591253225,2.3431263774033955
1,41,77,-1,0.0005934718100890213,10.71853287606922,2.0873435239878084
1,42,74,-1,0.0011820330969267154,9.724513853119948,2.5076239203733905
1,43,72,0,0.04733009708737867,4.40109830832097,2.609813229558176
1,44,69,0,0.08887008040626328,3.492158396307724,2.341710057655309
1,45,69,1,0.6680071492403936,0.5820645518909258,1.5742992939899354
1,46,69,2,0.5660891570955805,0.8208988044273663,1.8465089159205617
1,47,69,3,0.5233146067415723,0.9342495669121247,2.0513087291769674
1,48,65,0,0.09860834990059637,3.3421463743060147,2.4003536868370396
1,49,67,0,0.013383665065202464,6.223382943202265,2.111052862711584
1,50,69,0,0.123010752688172,3.023143664104367,1.59450179268079
1,51,65,1,0.10512283374595326,3.2498520235500687,1.694926534733789
1,52,65,1,0.25889658466682586,1.9495521613864306,2.1856511791932283
1,53,65,2,0.5050801094177412,0.9854158668371498,1.9545434576372183
1,54,77,0,0.004733727810650889,7.722807531169547,2.1276136981464666
1,55,74,1,0.503368623676612,0.9903128026572708,2.2383388142617053
1,56,72,2,0.512512030798845,0.9643422237910114,2.1976221968894794
1,57,74,0,0.007677165354330715,7.025210562797279,1.9102575923836773
1,58,76,-1,0.0003163555836760515,11.626165319904501,1.7253776667435499
1,59,77,0,0.03457943925233644,4.85394171565956,2.7638570640629707
1,60,72,0,0.023248407643312104,5.426724284898972,1.781807001864621
1,61,72,1,0.1978052898142938,2.3378470869561427,2.652699038337489
1,62,74,1,0.09207620099392601,3.4410278797655827,2.104727959339538
1,63,72,1,0.2955493741307371,1.7585289294142339,1.7446505917228654
1,64,74,2,0.38497121710526333,1.3771775100974715,2.098243213346406
1,65,76,3,0.5863309352517986,0.7702129184924298,1.8936374519209003
1,66,77,4,0.5103004291845492,0.9705812397959873,2.3509193542156632
1,67,74,1,0.2894883980989655,1.7884225647747143,1.7258067110177087
1,68,72,2,0.749961282329255,0.41511197825673357,1.2561896225469107
1,69,74,3,0.4223364485981307,1.2435353345048688,2.057616797808662
1,70,76,4,0.6534193161367727,0.6139189910712488,1.703387810048896
1,71,77,4,0.6719848566792858,0.5734993729545481,1.8357021025088496
1,72,76,0,0.016388557806912993,5.931167286915163,2.3736168557893818
1,73,77,1,0.7535042050460552,0.4083125318603311,1.5043654981201549
1,74,74,2,0.2591647331786544,1.9480586834931453,2.555867426627044
1,75,72,3,0.6663533834586466,0.5856406182616736,1.4067925547163995
1,76,69,3,0.1807331202556932,2.468067183315793,1.5276993172240565
1,77,67,1,0.08566203365032915,3.545200261992208,1.5003090640082206
1,78,65,2,0.7272857964347326,0.4594056934993165,1.4383054000849778
1,79,67,1,0.0323492895571803,4.950122161129973,2.1068135216244652
1,80,77,0,0.013748738647830475,6.184556922409562,1.635015081320724
1,81,77,0,0.015982884470173677,5.967328391315933,2.017311750495747
1,82,74,1,0.48529772114677777,1.043058009353481,2.2843707246222573
1,83,72,2,0.8387310188393933,0.25371988255950284,0.8751526002898213
1,84,74,3,0.45097336065573773,1.1488858799986232,1.8024791356283143
1,85,76,4,0.7667913620132629,0.3830940099037575,1.311085998302588
1,86,77,4,0.7553744798890429,0.4047360513256548,1.5073372072074858
1,87,72,4,0.20381781647689215,2.294647926507308,2.1201820610958015
1,88,72,4,0.5326629947483026,0.9087050376555295,1.8909763961358892
1,89,74,4,0.62518221574344,0.6776513556151582,1.649072782093162
1,90,72,4,0.5485509209100758,0.86630254548112,1.5593712721662356
1,91,74,4,0.6967651903367496,0.5212555446919571,1.3211652220250665
1,92,76,4,0.6896425432171112,0.5360793195972746,1.4382390642250535
1,93,77,4,0.8034928848641656,0.31564284636550344,1.2828570371330243
1,94,76,4,0.16581091639691936,2.592389103052139,2.083338385884793
1,95,74,0,0.0668103448275862,3.903784684740697,2.370139096010799
1,96,72,1,0.5404914059056853,0.8876564163461615,1.4970102254431124
1,97,69,2,0.24662005860278624,2.019637950175423,1.4559012682853778
1,98,69,3,0.5650506580816217,0.8235478806569572,1.7549466371180495
1,99,69,4,0.6794835614505433,0.557489446176746,1.6577281908099875
1,100,69,4,0.6348575857391979,0.6554950988939088,1.849167821660222
1,101,67,4,0.17574156846810235,2.5084726199340732,2.6775782778354342
1,102,65,4,0.6383495145631068,0.647581537890916,1.7714471874925033
1,103,67,3,0.1311263387184607,2.9309705929894885,2.0214418167401718
1,104,69,2,0.22874926340601073,2.1281609970959563,1.6258660984844693
1,105,65,3,0.5165021408182686,0.9531537660458198,1.6786283709717935
1,106,65,4,0.6212477236679784,0.6867594344240048,1.735119160991956
2,1,71,-1,0.038461538461538484,4.700439718141091,4.700439718141094
2,2,74,-1,0.01923076923076923,5.700439718141093,3.2315558227869836
2,3,71,0,0.3421052631578948,1.5474877953024933,3.031837179978629
2,4,72,-1,0.0056818181818181854,7.459431618637297,1.9948120038732209
2,5,69,-1,0.008196721311475412,6.930737337562886,2.772429207641727
